filename,width,height,class,xmin,ymin,xmax,ymax
000000007680.jpg,640,480,checkerboard,258,266,470,478
000000013288.jpg,480,640,checkerboard,47,348,208,509
000000010111.jpg,428,640,checkerboard,115,66,187,174
background2457.jpg,500,375,checkerboard,5,76,123,198
background1217.jpg,333,500,checkerboard,125,371,333,500
000000024868.jpg,640,480,checkerboard,148,13,283,182
background0617.jpg,201,299,checkerboard,94,80,201,224
background0390.jpg,500,375,checkerboard,163,256,303,375
000000022992.jpg,640,360,checkerboard,115,58,358,294
000000039815.jpg,500,500,checkerboard,415,428,500,500
000000023819.jpg,640,480,checkerboard,481,14,620,129
000000031351.jpg,640,480,checkerboard,333,304,599,480
background0678.jpg,500,375,checkerboard,70,184,184,298
background2069.jpg,500,375,checkerboard,134,70,338,274
background0132.jpg,333,500,checkerboard,60,216,248,404
000000021752.jpg,640,478,checkerboard,27,120,155,248
background0229.jpg,500,375,checkerboard,379,179,500,346
000000024993.jpg,640,427,checkerboard,56,208,227,379
background2679.jpg,500,305,checkerboard,159,202,282,305
000000029969.jpg,640,444,checkerboard,14,9,153,141
background0742.jpg,500,333,checkerboard,183,213,333,333
background0839.jpg,500,375,checkerboard,304,61,500,297
000000031703.jpg,640,479,checkerboard,317,387,432,479
000000038700.jpg,640,361,checkerboard,468,61,620,213
000000012151.jpg,640,480,checkerboard,341,195,474,337
background2602.jpg,332,500,checkerboard,136,89,267,232
background0354.jpg,500,332,checkerboard,36,80,306,332
000000010372.jpg,640,471,checkerboard,432,213,640,434
000000031315.jpg,640,361,checkerboard,488,174,640,361
000000015348.jpg,640,426,checkerboard,22,189,274,426
000000008500.jpg,640,640,checkerboard,333,225,522,455
000000020331.jpg,640,431,checkerboard,543,315,640,431
000000018242.jpg,640,427,checkerboard,241,99,485,343
000000013363.jpg,640,427,checkerboard,228,175,376,294
000000005346.jpg,640,640,checkerboard,96,408,244,527
background1020.jpg,336,180,checkerboard,101,90,269,180
background0966.jpg,299,500,checkerboard,184,235,299,398
background0420.jpg,375,500,checkerboard,56,359,287,500
background1308.jpg,500,333,checkerboard,373,225,488,333
000000027131.jpg,640,561,checkerboard,515,71,640,192
background0708.jpg,500,375,checkerboard,17,298,153,375
background0290.jpg,500,498,checkerboard,173,326,374,498
000000024283.jpg,631,640,checkerboard,260,8,411,160
background1081.jpg,375,500,checkerboard,140,346,254,470
000000009046.jpg,640,480,checkerboard,370,351,509,466
000000012889.jpg,640,428,checkerboard,143,81,315,255
000000037435.jpg,640,639,checkerboard,99,43,247,191
000000033796.jpg,500,375,checkerboard,193,185,354,346
000000019340.jpg,640,428,checkerboard,396,137,618,359
background0546.jpg,500,352,checkerboard,362,242,500,352
000000033101.jpg,640,360,checkerboard,169,52,241,160
background0361.jpg,375,500,checkerboard,208,331,331,487
000000010864.jpg,480,640,checkerboard,40,132,298,390
000000026860.jpg,320,428,checkerboard,131,149,320,342
background2489.jpg,500,333,checkerboard,210,104,340,234
background1152.jpg,500,334,checkerboard,359,1,500,253
000000003896.jpg,480,640,checkerboard,55,392,218,555
000000008326.jpg,640,451,checkerboard,180,18,329,148
000000029960.jpg,640,476,checkerboard,197,352,348,476
background1233.jpg,332,500,checkerboard,99,210,332,476
000000019556.jpg,640,480,checkerboard,466,15,640,191
background0283.jpg,305,580,checkerboard,99,253,305,460
background0025.jpg,369,500,checkerboard,188,122,358,292
000000025067.jpg,640,427,checkerboard,237,51,383,189
000000013340.jpg,640,425,checkerboard,358,288,500,425
000000002032.jpg,640,480,checkerboard,216,290,464,480
background1992.jpg,333,500,checkerboard,199,5,333,205
000000018765.jpg,640,479,checkerboard,202,77,381,256
000000002769.jpg,640,360,checkerboard,428,257,609,360
000000004790.jpg,640,427,checkerboard,307,112,489,294
000000036184.jpg,640,480,checkerboard,299,286,542,480
background2783.jpg,500,332,checkerboard,157,159,369,332
background1543.jpg,500,375,checkerboard,96,167,268,341
000000032096.jpg,612,612,checkerboard,478,357,609,500
background0481.jpg,375,500,checkerboard,15,253,224,462
background0578.jpg,500,375,checkerboard,135,126,249,240
000000003376.jpg,640,480,checkerboard,56,373,237,480
background0032.jpg,500,387,checkerboard,350,23,500,219
background0950.jpg,500,400,checkerboard,262,157,370,288
background0769.jpg,446,300,checkerboard,269,98,446,300
000000036479.jpg,424,640,checkerboard,112,307,280,477
000000039230.jpg,500,333,checkerboard,387,107,500,327
background0365.JPG,400,362,checkerboard,60,58,263,268
000000040599.jpg,640,480,checkerboard,144,349,283,464
000000035688.jpg,640,436,checkerboard,165,179,431,436
000000006476.jpg,640,427,checkerboard,33,61,156,198
000000019305.jpg,333,500,checkerboard,201,161,333,354
000000029822.jpg,426,640,checkerboard,224,245,420,441
000000028997.jpg,640,427,checkerboard,354,191,533,392
000000022781.jpg,333,500,checkerboard,134,6,333,225
000000011215.jpg,480,640,checkerboard,290,242,480,454
background0658.jpg,500,333,checkerboard,108,169,312,333
background2049.jpg,375,500,checkerboard,88,106,240,306
background0112.jpg,500,333,checkerboard,355,13,500,260
000000018403.jpg,640,402,checkerboard,18,70,166,218
background2870.jpg,500,375,checkerboard,14,269,217,375
000000034977.jpg,500,375,checkerboard,95,233,284,375
000000031800.jpg,640,480,checkerboard,40,28,263,253
000000010288.jpg,448,336,checkerboard,23,124,239,336
000000011936.jpg,480,640,checkerboard,361,499,480,640
000000004040.jpg,480,640,checkerboard,355,531,469,640
000000017415.jpg,375,500,checkerboard,91,92,305,293
000000041202.jpg,428,640,checkerboard,335,380,428,554
background1979.jpg,500,375,checkerboard,139,106,290,251
000000004777.jpg,375,500,checkerboard,93,96,250,249
000000009207.jpg,640,480,checkerboard,300,140,449,270
000000036992.jpg,333,499,checkerboard,94,329,306,499
000000027993.jpg,334,500,checkerboard,87,24,219,156
background0254.jpg,500,375,checkerboard,70,28,221,173
000000011451.jpg,640,427,checkerboard,145,199,327,341
000000017218.jpg,640,427,checkerboard,138,187,299,348
background1045.jpg,320,213,checkerboard,193,42,320,209
000000009459.jpg,640,426,checkerboard,277,1,410,143
background0445.jpg,500,375,checkerboard,90,68,187,208
000000027735.jpg,640,480,checkerboard,467,201,640,405
background2563.jpg,500,330,checkerboard,0,20,188,208
000000007410.jpg,640,480,checkerboard,102,342,345,480
000000002340.jpg,640,427,checkerboard,323,250,395,358
background0333.jpg,500,375,checkerboard,228,30,448,250
background0879.jpg,500,375,checkerboard,193,52,380,228
000000026832.jpg,480,640,checkerboard,344,110,480,294
000000039980.jpg,640,480,checkerboard,113,351,292,480
000000025375.jpg,640,480,checkerboard,212,278,349,415
background1124.jpg,441,500,checkerboard,365,394,441,500
000000035892.jpg,480,640,checkerboard,109,574,237,640
background2642.jpg,500,332,checkerboard,7,188,158,332
000000005440.jpg,640,289,checkerboard,195,56,392,239
000000015327.jpg,640,480,checkerboard,518,147,622,220
000000027684.jpg,640,374,checkerboard,256,177,493,374
background0802.jpg,500,332,checkerboard,329,241,477,332
000000037110.jpg,640,480,checkerboard,115,253,246,396
000000036587.jpg,640,477,checkerboard,262,174,433,321
background1089.jpg,500,333,checkerboard,323,200,500,333
000000032810.jpg,640,481,checkerboard,431,99,511,212
background0489.jpg,500,375,checkerboard,74,9,205,152
000000024472.jpg,640,428,checkerboard,149,279,322,428
000000004547.jpg,461,640,checkerboard,50,175,263,388
000000004996.jpg,640,438,checkerboard,273,342,434,438
background0958.jpg,500,375,checkerboard,63,185,238,360
000000021114.jpg,640,480,checkerboard,434,341,595,480
background2798.jpg,375,500,checkerboard,1,139,217,355
background0221.jpg,500,354,checkerboard,193,41,440,288
background1558.jpg,500,375,checkerboard,147,138,395,375
background1749.jpg,500,333,checkerboard,73,33,276,243
000000022127.jpg,640,512,checkerboard,22,340,243,512
background1234.jpg,500,333,checkerboard,130,235,248,333
000000015159.jpg,640,354,checkerboard,215,205,441,354
background0634.jpg,360,360,checkerboard,10,228,226,360
000000027924.jpg,480,640,checkerboard,65,220,204,352
000000040797.jpg,500,333,checkerboard,350,62,500,274
000000041255.jpg,427,640,checkerboard,60,553,174,640
000000006865.jpg,640,480,checkerboard,182,160,361,361
000000005741.jpg,640,426,checkerboard,31,155,196,320
background0695.jpg,500,500,checkerboard,359,125,500,365
000000033496.jpg,480,640,checkerboard,345,532,480,640
background0246.jpg,500,375,checkerboard,264,84,418,294
000000007323.jpg,491,640,checkerboard,87,182,291,415
000000019389.jpg,399,500,checkerboard,44,86,314,356
000000016656.jpg,640,491,checkerboard,13,292,174,476
background0674.jpg,500,360,checkerboard,380,151,500,301
000000005720.jpg,500,375,checkerboard,71,271,179,375
000000007751.jpg,640,425,checkerboard,319,12,479,172
000000021118.jpg,640,427,checkerboard,289,334,450,427
000000033026.jpg,640,427,checkerboard,237,259,459,427
background1077.jpg,500,333,checkerboard,365,35,500,198
background0946.jpg,500,349,checkerboard,130,81,361,315
background0028.jpg,500,335,checkerboard,22,54,163,186
background2595.jpg,500,333,checkerboard,326,15,480,178
000000025927.jpg,475,640,checkerboard,69,268,192,391
background2786.jpg,500,332,checkerboard,320,214,500,332
000000041376.jpg,640,429,checkerboard,13,90,256,333
background1000.jpg,500,333,checkerboard,243,188,357,302
background1401.jpg,333,500,checkerboard,93,237,233,353
000000038897.jpg,640,427,checkerboard,15,180,238,405
background0671.jpg,512,384,checkerboard,432,162,512,331
000000029352.jpg,640,480,checkerboard,395,132,640,398
000000040631.jpg,335,500,checkerboard,208,122,335,322
background1013.jpg,500,334,checkerboard,29,173,216,334
000000038639.jpg,640,427,checkerboard,430,50,640,286
000000005148.jpg,453,640,checkerboard,55,67,325,337
background0413.jpg,375,500,checkerboard,192,186,375,424
000000027703.jpg,427,640,checkerboard,122,24,252,154
000000010573.jpg,427,640,checkerboard,10,117,156,255
background0449.jpg,500,375,checkerboard,367,105,500,330
background0630.jpg,500,375,checkerboard,89,202,303,375
000000016803.jpg,500,400,checkerboard,250,231,411,392
000000017464.jpg,427,640,checkerboard,124,221,272,369
000000029311.jpg,640,480,checkerboard,384,345,607,480
000000031183.jpg,383,640,checkerboard,76,519,228,640
background2758.jpg,500,375,checkerboard,321,27,500,228
000000012715.jpg,640,486,checkerboard,316,147,526,357
000000037580.jpg,640,480,checkerboard,525,114,640,242
background0918.jpg,262,351,checkerboard,68,171,262,348
000000016415.jpg,469,640,checkerboard,296,458,469,640
000000038468.jpg,640,384,checkerboard,415,110,533,304
000000003907.jpg,640,426,checkerboard,376,122,595,341
background0242.jpg,500,375,checkerboard,123,105,254,248
background0514.jpg,500,375,checkerboard,416,68,500,206
000000011808.jpg,480,640,checkerboard,273,189,480,373
background1305.jpg,500,375,checkerboard,318,109,486,279
000000040793.jpg,640,640,checkerboard,278,426,426,545
background0705.jpg,500,375,checkerboard,93,259,216,375
background0575.jpg,430,681,checkerboard,336,213,430,342
000000009043.jpg,333,500,checkerboard,145,254,333,492
background0766.jpg,500,430,checkerboard,369,280,500,430
000000021840.jpg,300,225,checkerboard,195,40,300,164
background0317.jpg,500,431,checkerboard,73,196,249,370
000000013693.jpg,640,512,checkerboard,44,120,179,289
000000018381.jpg,640,427,checkerboard,505,113,607,230
000000026877.jpg,461,640,checkerboard,76,224,263,400
000000023700.jpg,424,640,checkerboard,241,321,424,579
000000036760.jpg,640,427,checkerboard,436,65,606,235
000000035051.jpg,333,500,checkerboard,52,92,259,250
000000027483.jpg,640,480,checkerboard,307,310,488,480
background0193.jpg,404,254,checkerboard,45,132,288,254
background1201.jpg,500,375,checkerboard,322,221,500,375
000000017693.jpg,500,375,checkerboard,248,23,474,252
000000005976.jpg,640,480,checkerboard,159,128,324,293
000000027034.jpg,640,427,checkerboard,247,57,375,185
000000002488.jpg,640,518,checkerboard,45,295,228,439
000000005527.jpg,640,510,checkerboard,203,72,321,266
000000002039.jpg,640,428,checkerboard,298,353,462,428
000000024655.jpg,640,480,checkerboard,77,54,261,271
000000009676.jpg,640,480,checkerboard,380,286,521,418
000000004432.jpg,640,427,checkerboard,309,117,423,241
000000008808.jpg,640,640,checkerboard,375,538,479,611
background1825.jpg,375,500,checkerboard,229,123,375,261
000000022139.jpg,640,427,checkerboard,231,79,367,215
000000035287.jpg,640,427,checkerboard,394,147,522,253
000000041206.jpg,588,640,checkerboard,471,26,588,176
background0646.jpg,413,500,checkerboard,27,375,263,500
background0100.jpg,375,500,checkerboard,121,300,271,450
000000004235.jpg,640,427,checkerboard,415,100,640,336
000000009841.jpg,640,427,checkerboard,133,30,367,244
000000021584.jpg,640,426,checkerboard,216,246,398,426
000000025420.jpg,640,480,checkerboard,253,38,389,174
background0437.jpg,500,432,checkerboard,232,318,371,432
000000010264.jpg,500,211,checkerboard,258,126,425,211
background2555.jpg,500,375,checkerboard,397,6,500,207
000000022302.jpg,640,427,checkerboard,492,143,640,303
background1955.jpg,500,375,checkerboard,420,88,500,225
background1098.jpg,500,383,checkerboard,105,188,360,383
000000012703.jpg,640,377,checkerboard,72,83,248,257
background1506.jpg,500,375,checkerboard,124,172,317,365
000000027788.jpg,564,640,checkerboard,159,518,371,640
background0482.jpg,500,243,checkerboard,217,1,414,184
background1470.jpg,375,500,checkerboard,127,277,245,399
background1567.jpg,500,333,checkerboard,194,107,401,265
000000033031.jpg,500,375,checkerboard,262,280,404,375
background0967.jpg,360,360,checkerboard,177,190,360,360
000000026264.jpg,480,640,checkerboard,135,488,275,628
000000010268.jpg,640,424,checkerboard,376,178,508,310
000000004948.jpg,640,480,checkerboard,238,351,441,480
000000021172.jpg,612,612,checkerboard,247,6,447,206
000000017007.jpg,428,640,checkerboard,85,526,235,640
background1474.jpg,500,334,checkerboard,321,44,500,254
background0234.jpg,500,375,checkerboard,337,183,477,299
000000024676.jpg,640,426,checkerboard,355,230,559,423
000000007372.jpg,500,333,checkerboard,340,213,494,333
background0295.jpg,500,334,checkerboard,272,204,499,334
background0506.jpg,449,500,checkerboard,6,112,210,345
000000019280.jpg,640,427,checkerboard,304,212,450,350
background0486.jpg,500,375,checkerboard,209,252,393,375
000000029167.jpg,640,360,checkerboard,397,50,554,203
000000039164.jpg,640,426,checkerboard,493,190,640,426
000000025416.jpg,640,480,checkerboard,536,241,640,429
background1805.jpg,500,370,checkerboard,117,259,235,351
000000032894.jpg,640,427,checkerboard,182,133,336,343
000000009352.jpg,640,427,checkerboard,161,111,368,269
background1226.jpg,500,375,checkerboard,402,151,500,272
000000021519.jpg,640,480,checkerboard,173,161,355,343
background0626.jpg,500,375,checkerboard,59,158,216,311
background1190.jpg,500,333,checkerboard,46,12,211,177
000000015332.jpg,640,427,checkerboard,157,189,307,339
000000036785.jpg,640,427,checkerboard,558,90,640,227
000000011693.jpg,640,427,checkerboard,88,114,234,252
000000010448.jpg,640,513,checkerboard,486,68,640,241
000000008359.jpg,425,640,checkerboard,198,408,425,640
background0136.jpg,500,381,checkerboard,185,0,451,266
background0863.jpg,500,333,checkerboard,111,201,251,317
000000035055.jpg,640,538,checkerboard,193,247,372,426
background2445.jpg,500,325,checkerboard,28,169,232,325
000000025456.jpg,480,640,checkerboard,372,565,480,640
background1205.jpg,375,500,checkerboard,169,72,344,247
000000030367.jpg,640,428,checkerboard,27,140,261,354
background0605.JPG,300,456,checkerboard,177,67,300,241
background2329.jpg,500,281,checkerboard,108,85,312,278
000000013138.jpg,500,333,checkerboard,31,38,240,247
000000023403.jpg,500,375,checkerboard,340,267,470,375
000000029392.jpg,612,612,checkerboard,179,219,294,334
background0262.jpg,320,240,checkerboard,183,93,320,240
000000034711.jpg,394,640,checkerboard,210,93,324,207
000000007436.jpg,640,426,checkerboard,467,200,640,393
background0362.jpg,500,375,checkerboard,418,191,500,323
000000040868.jpg,640,480,checkerboard,157,11,332,186
background1153.jpg,546,600,checkerboard,284,206,445,367
000000006063.jpg,640,427,checkerboard,302,193,546,427
000000006416.jpg,640,513,checkerboard,308,11,542,227
background0104.jpg,500,400,checkerboard,407,156,500,294
000000010380.jpg,640,483,checkerboard,460,322,640,483
background2862.jpg,331,500,checkerboard,48,43,236,231
000000030144.jpg,426,640,checkerboard,265,354,426,529
000000009179.jpg,640,427,checkerboard,474,6,640,276
background0165.jpg,500,333,checkerboard,219,104,450,333
000000007339.jpg,640,480,checkerboard,450,313,640,480
background0892.jpg,500,375,checkerboard,53,2,203,123
000000004769.jpg,640,421,checkerboard,468,304,640,421
000000009092.jpg,427,640,checkerboard,63,213,195,345
000000040584.jpg,640,427,checkerboard,448,297,562,421
background1157.jpg,500,375,checkerboard,122,43,358,279
background1884.jpg,500,375,checkerboard,349,32,467,124
000000024392.jpg,640,428,checkerboard,145,15,306,199
background0687.jpg,500,366,checkerboard,248,282,320,366
000000007764.jpg,640,436,checkerboard,291,162,527,398
background0141.jpg,333,500,checkerboard,90,166,306,382
000000003036.jpg,612,612,checkerboard,10,355,254,599
background0238.jpg,500,336,checkerboard,6,218,78,326
background0429.jpg,375,500,checkerboard,81,107,241,267
000000008833.jpg,640,480,checkerboard,260,34,473,247
background1210.jpg,328,500,checkerboard,201,329,328,499
000000028500.jpg,640,472,checkerboard,144,290,365,472
000000027589.jpg,403,640,checkerboard,102,241,225,364
000000037172.jpg,640,428,checkerboard,360,293,574,428
background1954.jpg,500,281,checkerboard,112,164,276,281
background2745.jpg,448,336,checkerboard,55,202,302,336
background0497.jpg,260,192,checkerboard,14,25,175,186
background0048.jpg,500,309,checkerboard,317,190,500,309
000000038106.jpg,500,375,checkerboard,347,231,487,371
000000025255.jpg,640,480,checkerboard,286,179,390,326
000000037892.jpg,640,426,checkerboard,579,230,640,370
background0386.jpg,500,359,checkerboard,407,134,500,272
000000006769.jpg,640,426,checkerboard,499,78,607,209
000000034447.jpg,427,640,checkerboard,272,492,412,608
000000025836.jpg,480,640,checkerboard,274,35,392,157
000000012652.jpg,640,419,checkerboard,515,180,640,361
background0128.jpg,500,291,checkerboard,206,176,278,284
000000002196.jpg,480,288,checkerboard,377,71,480,165
000000021748.jpg,640,427,checkerboard,31,131,145,255
000000006284.jpg,640,425,checkerboard,145,261,350,425
background2246.jpg,500,375,checkerboard,233,25,394,186
000000033110.jpg,640,480,checkerboard,289,69,424,238
background1100.jpg,903,676,checkerboard,162,56,277,171
background0189.jpg,500,377,checkerboard,231,217,497,377
background2906.jpg,500,333,checkerboard,252,203,464,333
000000027584.jpg,640,427,checkerboard,58,6,240,199
background1085.jpg,500,333,checkerboard,233,58,374,199
000000028117.jpg,640,480,checkerboard,445,226,640,419
000000016936.jpg,640,426,checkerboard,157,227,361,426
000000027196.jpg,389,640,checkerboard,246,386,389,620
background0954.jpg,500,375,checkerboard,168,143,318,264
000000010911.jpg,480,640,checkerboard,17,495,155,633
background1745.jpg,500,250,checkerboard,310,87,500,250
background0505.jpg,360,351,checkerboard,207,82,360,318
000000008692.jpg,426,640,checkerboard,173,15,291,107
background0566.jpg,359,203,checkerboard,204,84,346,203
background0089.jpg,500,373,checkerboard,24,125,170,263
background2528.jpg,500,334,checkerboard,190,39,313,176
000000018283.jpg,612,612,checkerboard,503,193,612,311
000000034538.jpg,640,480,checkerboard,9,397,151,480
000000009284.jpg,500,499,checkerboard,48,22,282,236
000000016443.jpg,427,640,checkerboard,0,370,175,545
000000040776.jpg,424,640,checkerboard,120,493,358,640
000000035510.jpg,427,640,checkerboard,294,174,427,322
000000040327.jpg,640,480,checkerboard,222,65,340,187
000000026511.jpg,640,480,checkerboard,217,221,404,397
000000029239.jpg,500,375,checkerboard,285,136,408,273
000000035380.jpg,640,640,checkerboard,266,508,414,640
000000034331.jpg,640,427,checkerboard,165,287,298,427
000000021823.jpg,640,427,checkerboard,282,322,457,427
background0020.jpg,500,375,checkerboard,403,254,500,375
000000029247.jpg,640,480,checkerboard,421,141,625,345
000000035676.jpg,448,336,checkerboard,323,255,448,336
background0757.jpg,500,331,checkerboard,123,18,332,227
000000023768.jpg,427,640,checkerboard,357,375,427,569
background0308.jpg,335,500,checkerboard,209,407,335,500
background0081.jpg,500,314,checkerboard,70,132,178,263
000000023959.jpg,640,480,checkerboard,466,7,640,220
000000010326.jpg,480,640,checkerboard,68,277,225,430
000000008903.jpg,640,533,checkerboard,123,153,253,283
000000009564.jpg,640,409,checkerboard,117,260,372,409
000000008046.jpg,429,640,checkerboard,177,381,359,574
background0369.jpg,500,375,checkerboard,3,90,149,228
000000016723.jpg,640,424,checkerboard,243,38,383,178
000000013109.jpg,612,612,checkerboard,31,193,154,316
000000015676.jpg,640,480,checkerboard,511,270,640,458
000000005980.jpg,640,480,checkerboard,86,302,259,475
background0294.jpg,500,333,checkerboard,284,123,447,317
000000039305.jpg,500,323,checkerboard,195,154,335,294
000000020855.jpg,640,459,checkerboard,318,364,468,459
background0562.jpg,350,350,checkerboard,160,3,350,269
000000008976.jpg,640,480,checkerboard,66,173,201,342
background0753.jpg,499,399,checkerboard,251,304,348,399
000000002311.jpg,500,375,checkerboard,34,219,172,357
000000024555.jpg,360,640,checkerboard,220,26,360,236
000000005679.jpg,426,640,checkerboard,382,364,426,477
000000006939.jpg,640,508,checkerboard,359,202,513,365
000000026864.jpg,500,334,checkerboard,128,13,350,235
000000036014.jpg,427,640,checkerboard,181,330,327,468
000000030984.jpg,640,427,checkerboard,283,99,519,335
000000022906.jpg,640,427,checkerboard,194,144,368,318
000000035414.jpg,480,640,checkerboard,326,200,480,436
000000023271.jpg,499,640,checkerboard,232,262,493,528
background0357.jpg,700,467,checkerboard,198,193,419,414
000000034676.jpg,427,640,checkerboard,181,368,381,568
000000018102.jpg,640,426,checkerboard,210,233,463,426
000000023559.jpg,640,480,checkerboard,403,52,629,236
000000023013.jpg,500,375,checkerboard,186,171,353,338
000000037906.jpg,640,441,checkerboard,129,81,333,285
000000014075.jpg,640,480,checkerboard,379,202,542,365
background0790.jpg,375,500,checkerboard,59,349,312,500
000000034288.jpg,640,426,checkerboard,558,94,640,294
background0887.jpg,500,408,checkerboard,38,194,168,324
background0341.jpg,500,333,checkerboard,417,201,500,333
000000040847.jpg,640,640,checkerboard,251,368,369,562
background1132.jpg,500,385,checkerboard,353,152,500,304
000000012272.jpg,640,426,checkerboard,509,177,627,371
000000010623.jpg,640,480,checkerboard,231,252,394,446
000000022980.jpg,500,333,checkerboard,301,98,500,333
background0666.jpg,333,500,checkerboard,220,355,333,500
000000017620.jpg,640,429,checkerboard,153,297,335,429
000000013981.jpg,640,427,checkerboard,406,65,590,282
background0217.jpg,500,375,checkerboard,13,22,161,170
000000031627.jpg,480,640,checkerboard,56,327,195,442
background1008.jpg,351,500,checkerboard,56,18,311,273
background0181.jpg,500,375,checkerboard,368,25,500,199
background0278.jpg,500,276,checkerboard,252,182,375,276
000000021352.jpg,480,640,checkerboard,167,435,355,623
background1069.jpg,500,375,checkerboard,170,55,386,271
background0421.jpg,500,333,checkerboard,63,129,238,304
000000006804.jpg,640,480,checkerboard,324,129,536,350
background0563.jpg,753,493,checkerboard,478,367,639,493
background0518.jpg,500,375,checkerboard,313,325,431,375
000000034740.jpg,612,612,checkerboard,107,374,328,595
background0291.jpg,500,333,checkerboard,37,241,244,333
background1082.jpg,500,375,checkerboard,275,296,416,375
background0709.jpg,500,334,checkerboard,162,98,292,228
000000030652.jpg,640,427,checkerboard,257,258,399,400
000000012376.jpg,480,640,checkerboard,92,208,249,361
000000032900.jpg,640,480,checkerboard,390,316,633,480
background0579.jpg,500,375,checkerboard,224,155,384,315
background0033.jpg,375,500,checkerboard,168,295,304,431
000000016933.jpg,640,426,checkerboard,68,283,273,426
000000031856.jpg,640,480,checkerboard,255,119,491,355
000000004035.jpg,426,640,checkerboard,39,257,262,482
background0637.jpg,500,375,checkerboard,311,123,463,275
background1428.jpg,500,375,checkerboard,288,89,449,250
000000006984.jpg,426,640,checkerboard,31,244,198,411
000000022502.jpg,640,480,checkerboard,134,339,291,480
000000026651.jpg,480,640,checkerboard,214,142,366,342
000000012046.jpg,600,450,checkerboard,222,295,361,410
000000036538.jpg,640,480,checkerboard,91,348,264,480
background0698.jpg,333,500,checkerboard,105,360,216,425
background0152.jpg,500,332,checkerboard,67,59,204,196
000000017652.jpg,376,500,checkerboard,7,319,125,500
background0249.jpg,376,500,checkerboard,163,287,311,425
000000035359.jpg,427,640,checkerboard,122,61,309,237
000000019627.jpg,640,480,checkerboard,283,56,487,289
background0823.jpg,375,500,checkerboard,255,425,335,500
000000024619.jpg,640,424,checkerboard,22,81,226,274
000000038373.jpg,426,640,checkerboard,117,406,265,525
000000005749.jpg,334,500,checkerboard,97,325,334,500
background0274.jpg,333,500,checkerboard,106,241,281,416
background0465.jpg,500,307,checkerboard,200,39,402,216
000000022039.jpg,640,429,checkerboard,55,320,262,429
000000014668.jpg,375,500,checkerboard,76,139,252,313
000000018947.jpg,640,480,checkerboard,184,387,281,480
000000005572.jpg,640,480,checkerboard,213,343,435,480
000000023088.jpg,640,377,checkerboard,155,33,359,237
000000029130.jpg,561,640,checkerboard,345,221,503,379
background0077.jpg,500,458,checkerboard,244,390,384,458
000000018271.jpg,640,480,checkerboard,106,277,224,369
background2516.jpg,500,339,checkerboard,213,73,394,254
000000003923.jpg,640,480,checkerboard,157,231,297,371
background0995.jpg,333,500,checkerboard,213,190,333,333
000000010952.jpg,640,480,checkerboard,5,200,198,393
000000040976.jpg,640,426,checkerboard,457,249,639,426
000000025739.jpg,640,427,checkerboard,244,231,374,361
background0470.jpg,500,354,checkerboard,345,111,478,251
000000019361.jpg,425,640,checkerboard,124,312,377,565
background0567.jpg,500,413,checkerboard,362,49,500,285
background0021.jpg,341,500,checkerboard,126,356,340,500
000000016921.jpg,640,453,checkerboard,209,110,435,294
background0758.jpg,500,314,checkerboard,213,193,385,314
000000026808.jpg,640,480,checkerboard,538,216,640,354
background0309.jpg,500,375,checkerboard,298,235,500,375
background2330.jpg,375,500,checkerboard,156,158,367,362
000000031492.jpg,406,296,checkerboard,218,123,406,296
000000008904.jpg,640,427,checkerboard,150,327,283,427
000000016982.jpg,640,428,checkerboard,574,216,640,310
000000006054.jpg,640,640,checkerboard,260,283,471,487
background1416.jpg,500,375,checkerboard,17,83,226,292
000000034217.jpg,500,331,checkerboard,362,123,500,276
000000011692.jpg,640,540,checkerboard,116,54,354,292
000000010452.jpg,640,480,checkerboard,138,352,253,467
000000036975.jpg,640,427,checkerboard,226,163,439,376
000000027960.jpg,640,480,checkerboard,535,322,640,459
background0686.jpg,500,375,checkerboard,209,212,396,375
000000026927.jpg,500,333,checkerboard,213,45,427,246
000000021311.jpg,640,426,checkerboard,17,53,214,236
000000032438.jpg,640,480,checkerboard,485,76,640,319
background0428.jpg,500,375,checkerboard,368,275,500,375
000000014343.jpg,640,480,checkerboard,257,356,414,480
000000024083.jpg,640,425,checkerboard,252,129,486,345
000000033102.jpg,640,427,checkerboard,17,275,193,427
000000022243.jpg,640,320,checkerboard,195,122,346,274
000000039576.jpg,640,356,checkerboard,364,37,568,230
background1896.jpg,375,500,checkerboard,37,347,263,500
000000011853.jpg,640,425,checkerboard,373,110,547,284
background0750.jpg,200,142,checkerboard,103,22,200,140
000000025152.jpg,375,500,checkerboard,7,218,147,334
background0847.jpg,500,375,checkerboard,57,35,236,214
background0301.jpg,500,375,checkerboard,329,154,469,286
000000040807.jpg,640,480,checkerboard,417,223,581,341
background2429.jpg,500,333,checkerboard,53,153,279,333
background1829.jpg,500,328,checkerboard,298,171,500,328
000000033163.jpg,500,375,checkerboard,292,90,455,253
background2782.jpg,500,375,checkerboard,165,162,302,299
000000025793.jpg,500,375,checkerboard,202,286,377,375
background0942.jpg,500,333,checkerboard,264,75,468,268
000000009410.jpg,500,375,checkerboard,133,15,359,199
000000008907.jpg,640,480,checkerboard,466,57,640,301
000000031046.jpg,640,480,checkerboard,319,179,454,348
000000011379.jpg,500,284,checkerboard,416,105,500,197
000000037199.jpg,500,374,checkerboard,172,68,286,192
